,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,
42,1,94.73,94.75,0,0,0,0,49.73,0,0,32.95,0,98.37,2.98,35.8,28.12,72.85,28.08,85.95,28.72,63.09,28.59,68.46,30.77,29.87,1,91.39,91.41,0,0,0,0,0,36.28,0,30.79,0,0,2.98,37.57,38.82,72.8,38.82,63.12,22.86,82.58,22.75,70.15,40.91,40.01,0,95.73,95.75,0,0,0,0,0,35.22,0,30.26,0,53.96,2.98,35.26,32.47,71.75,32.47,62.77,20.81,82.41,20.71,69.87,34.68,33.78,1,0,0,117.4,34.94,0,0,49.67,0,0,32.18,0,96.12,2.99,23.25,25.34,87.53,25.41,83.38,26.82,60.52,26.7,69.32,28.38,27.48,1,119.22,0,0,0,0,0,49.04,34.2,0,29.51,0,73.7,2.99,22.2,26.38,74.34,26.34,85.53,19.34,82.67,19.24,70.8,31.63,30.73,1,94.63,94.65,0,0,0,0,50,0,0,0,0,96.16,2.98,35.85,28.54,74.47,28.5,85.83,28.9,61.08,34.73,57.85,31.17,30.27,0,95.22,95.23,0,0,0,0,49.27,0,0,32.86,0,98.49,2.98,35.54,27.83,73.62,27.79,86.54,28.51,63.42,28.38,68.58,30.47,29.57,0,96.46,96.48,0,0,0,0,50.36,35.06,0,29.78,0,69.01,2.98,34.87,30.18,73.95,30.14,86.77,20.59,82.46,20.49,71.2,32.65,31.75,1,97.57,97.59,0,0,0,0,50.57,32.95,0,0,0,64.08,2.97,34.28,30.13,73.57,30.08,86.35,15.49,80.97,15.23,81.18,32.57,31.67,1,95.16,95.18,0,0,0,0,50.5,36.56,0,31.14,0,100.83,2.98,35.57,27.85,71.06,27.81,84.16,22.12,81.34,22.01,68.24,30.52,29.62,1,118.99,0,0,0,0,0,50.02,36.85,0,31.06,0,100.46,2.98,22.33,27.84,70.02,27.8,85.09,21.99,80.67,21.88,68.4,30.5,29.6,1,95.19,95.21,0,0,0,0,39.64,0,0,32.82,0,91.85,2.98,35.55,28.95,73.67,28.92,79.16,28.64,62.76,28.52,68.84,31.48,30.58,1,90.13,90.15,0,0,0,0,3.77,0,0,33.51,0,0,2.98,38.23,30.46,74.03,30.46,64.2,30.58,62.47,30.45,68.23,42.07,31.65,1,97.44,97.46,0,0,0,0,50.09,37.26,0,0,0,68.35,2.97,34.35,29.67,74.51,29.63,85.6,25.56,83.44,25.56,57.78,32.14,31.24
43,1,95.37,95.39,0,0,0,0,49.62,0,0,32.8,0,94.49,2.98,35.46,28.39,72.25,28.35,86.43,28.55,62.3,28.43,68.83,31.01,30.11,1,94.19,94.2,0,0,0,0,52.37,35.57,0,30.17,0,52.37,2.98,36.09,33.81,72.27,33.77,86.3,22.23,83.21,22.13,71.59,36.22,35.32,0,92.91,92.93,0,0,0,0,50.09,35.74,0,30.32,0,0,2.98,36.77,28.14,72.92,28.1,85.27,21.84,82.52,21.73,70.71,39.71,29.52,1,0,0,119.56,0,0,0,50.23,35.23,0,30.37,0,78.44,2.99,22,26.6,69.08,26.56,83.46,18.79,80.37,18.68,67.49,29.12,28.22,1,119.6,0,0,0,0,0,49.07,34.09,0,29.62,0,71.47,2.99,21.98,26.54,72.87,26.5,85.63,19.06,82.58,18.96,70.16,31.78,30.88,1,95.25,95.26,0,0,0,0,49.87,35.99,0,0,0,91.41,2.98,35.52,28.73,73.52,28.69,86.28,21.9,82.13,34.8,56.44,31.33,30.43,0,94.66,94.68,0,0,0,0,0,0,0,32.83,0,78.56,2.98,35.84,31.01,73.69,31.01,63.76,28.65,62.72,28.53,68.83,33.35,32.45,0,96,96.02,0,0,0,0,0,37.26,0,0,0,53.24,2.98,35.12,32.49,72.07,32.49,62.98,26.46,84.33,26.46,57.6,34.7,33.8,1,96.54,96.56,0,0,0,0,50.49,0,0,30.89,0,67.61,2.98,34.83,30.38,72.63,30.33,86.7,24.25,63.18,24,91.16,32.84,31.94,1,95.1,95.11,0,0,0,0,50.84,36.39,0,31.1,0,98.34,2.98,35.6,28.19,69.11,28.15,83.83,22.15,81.68,22.03,68.41,30.84,29.94,1,119.77,0,0,0,0,0,50.14,36.59,0,31.31,0,97.44,2.98,21.88,28.16,69.17,28.12,85.18,21.85,81.02,21.74,67.39,30.8,29.9,1,94.87,94.89,0,0,0,0,39.47,0,0,31.85,0,89.82,2.98,35.72,29.36,73.11,29.34,79.83,28.85,61.76,28.73,72.54,31.88,30.98,1,90.3,90.32,0,0,0,50.52,0,0,0,33.39,0,0,2.98,38.14,28.37,73.31,28.32,84.76,30.68,62.18,30.55,68.78,42.06,29.74,1,97.16,97.18,0,0,0,0,50.28,34.93,0,30.76,0,67.43,2.97,34.5,29.82,72.36,29.78,85.49,19.83,81.93,19.72,67.22,32.29,31.39
44,1,94.77,94.79,0,0,0,0,49.79,0,0,32.76,0,93.51,2.98,35.78,28.79,71.34,28.75,86.5,28.7,61.17,28.57,69.14,31.4,30.5,1,94.74,94.76,0,0,0,0,52.26,36.01,0,30.65,0,52.26,2.98,35.79,33.58,71.25,33.54,86.31,21.81,82.01,21.7,69.59,35.99,35.09,0,92.47,92.49,0,0,0,0,50.18,37.87,0,0,0,0,2.98,37,27.61,72.12,27.57,84.56,28.28,85,28.28,56.8,40.33,28.98,1,96.74,0,96.74,0,0,0,50.42,35.86,0,30.95,0,92.53,2.98,34.72,27.67,70.52,27.63,84.15,20.9,81.36,20.79,67.67,30.28,29.38,1,120.58,0,0,0,0,0,48.85,34.14,0,29.91,0,68.44,2.99,21.41,26.62,72.4,26.58,86.13,18.33,81.77,18.22,68.5,31.86,30.96,1,95.79,95.8,0,0,0,0,49.45,35.92,0,33.03,0,87.29,2.98,35.24,28.96,69.3,28.92,87.32,21.45,81.81,28.93,68.5,31.53,30.63,0,95.57,95.59,0,0,0,0,50.55,0,0,32.79,0,91.62,2.98,35.35,28.66,71.37,28.62,84.88,28.43,60.87,28.3,68.76,31.27,30.37,0,93.96,93.98,0,0,0,0,50.73,36.77,0,0,0,0,2.98,36.21,28.19,69.65,28.15,84.05,27.58,86.35,27.58,55.54,39.36,29.57,1,94.3,94.32,0,0,0,0,49.61,0,0,31.02,0,0,2.98,36.03,28.57,70.98,28.53,86.62,24.07,61.36,23.76,84.53,38.94,29.94,1,95.78,95.8,0,0,0,0,50.93,36.22,0,30.73,0,93.76,2.98,35.24,28.4,70.89,28.35,83.86,21.79,81.62,21.68,69.29,31.02,30.12,1,120.96,0,0,0,0,0,50.31,36.49,0,31.04,0,96.44,2.98,21.19,28.57,69.95,28.53,85.25,22.23,81.57,22.12,68.69,31.21,30.31,1,95.25,95.27,0,0,0,0,40.05,0,0,32.13,0,86.59,2.98,35.52,29.64,71.83,29.61,79.26,28.71,60.73,28.59,71.39,32.14,31.24,1,112.42,0,0,0,0,50.62,0,0,0,32.69,0,0,2.99,26.09,27.82,70.6,27.78,83.97,29.24,60.06,29.12,69.92,38.73,29.2,1,97.87,97.89,0,0,0,0,50.5,35.21,0,30.87,0,63.62,2.97,34.12,29.92,71.61,29.88,86.81,19.44,81.06,19.33,66.48,32.37,31.47
45,1,96.04,96.06,0,0,0,0,0,36.28,0,30.16,0,69.36,2.98,35.1,31.34,68.64,31.34,57.44,21.39,81.12,21.28,70.77,33.62,32.72,1,94.9,94.92,0,0,0,0,51.99,36,0,31.19,0,51.99,2.98,35.71,33.52,68.21,33.48,86.81,21.6,81.83,21.49,67.57,35.93,35.03,0,93.03,93.05,0,0,0,0,50.25,35.66,0,31.2,0,0,2.98,36.7,27.07,70.27,27.03,83.87,21.83,82.65,21.71,67.75,39.8,28.45,1,97.14,0,97.14,0,0,0,50.18,36.19,0,30.62,0,88.72,2.97,34.51,27.91,69.03,27.87,84.85,20.58,80.47,20.47,68.44,30.49,29.59,1,119.69,0,0,0,0,0,49.31,0,0,31.66,0,66.47,2.99,21.93,26.97,70.85,26.93,85.6,25.11,62.41,25,69.46,31.98,31.08,1,96.38,96.4,0,0,0,0,50.51,35.75,0,31.26,0,83.4,2.98,34.92,29.1,70.92,29.06,85.4,21.14,81.8,21.65,67.49,31.65,30.75,1,95.76,95.78,0,0,0,0,50.84,0,0,32.32,0,88.94,2.98,35.25,28.92,70.49,28.88,84.56,28.4,60.35,28.27,70.4,31.51,30.61,0,92.48,92.5,0,0,0,0,50.35,0,0,33.25,0,0,2.98,36.99,27.68,70.4,27.64,84.3,28.89,61.94,28.76,67.52,40.33,29.06,1,93.43,93.45,0,0,0,0,50.29,0,0,30.23,0,0,2.98,36.49,27.99,71.98,27.95,84.73,24.59,61.05,24.28,84.7,39.54,29.37,1,95.3,95.32,0,0,0,0,50.91,35.67,0,30.9,0,92.63,2.98,35.5,28.77,68.73,28.73,84.26,22.11,82.91,21.99,69.04,31.39,30.49,1,97.63,97.65,0,0,0,0,50.31,36.19,0,30.79,0,91.92,2.98,34.24,28.78,68.21,28.74,85.46,21.9,81.79,21.79,69.19,31.38,30.48,1,95.97,95.99,0,0,0,0,40.3,36.02,0,30.48,0,81.15,2.98,35.13,29.76,70.16,29.74,79.02,21.43,81.62,21.32,69.75,32.24,31.34,1,113.5,0,0,0,0,50.65,0,36.12,0,30.69,0,0,2.99,25.48,27.28,71.19,27.24,83.36,21.93,81.93,21.82,69.56,38.09,28.66,1,97.89,97.91,0,0,0,0,0,34.98,0,30.84,0,62.49,2.97,34.1,30,70.03,29.96,84.48,19.46,81.48,19.35,66.61,32.45,31.55
46,1,96.34,96.36,0,0,0,0,50.75,35.97,0,30.94,0,82.64,2.98,34.94,29.24,69.44,29.2,85.06,21.06,81.33,20.94,67.86,31.79,30.89,1,95.32,95.33,0,0,0,0,52.57,35.79,0,31.05,0,52.57,2.98,35.49,33.25,68.05,33.21,85.32,21.5,82.1,21.39,67.94,35.66,34.76,0,94.02,94.04,0,0,0,0,50.16,35.57,0,31.33,0,0,2.98,36.18,26.54,70.25,26.5,83.52,21.43,82.41,21.31,66.9,39.33,27.92,1,96.22,0,96.22,0,0,0,50.64,35.74,0,30.62,0,89.2,2.98,35,28.3,69.95,28.26,84.34,21.15,81.84,21.04,69.02,30.89,29.99,1,119.72,0,0,0,0,0,49.25,0,0,31.44,0,63.63,2.99,21.91,27.15,69.58,27.11,85.89,25.08,59.86,24.96,70.18,32.06,31.16,1,96.43,96.44,0,0,0,0,50.7,35.75,0,31.46,0,81.06,2.98,34.89,29.32,68.4,29.28,85.25,20.96,81.62,21.63,66.78,31.86,30.96,1,96.29,96.31,0,0,0,0,51.14,36.39,0,31.16,0,84.1,2.98,34.96,29.04,70.43,29,84.08,20.9,80.43,20.79,66.97,31.6,30.7,0,92.25,92.27,0,0,0,0,50.58,0,0,33.31,0,0,2.98,37.11,27.13,69.55,27.09,83.29,29.14,60.47,29.01,67.52,40.55,28.51,1,94.92,94.94,0,0,0,0,49.73,34.31,0,30.75,0,0,2.98,35.7,27.5,68.01,27.46,85.32,15.72,78.96,15.45,79.4,38.59,28.87,1,95.38,95.4,0,0,0,0,50.99,35.85,0,30.87,0,89.91,2.98,35.45,29.05,69.15,29.01,84.38,21.95,82.43,21.84,68.98,31.64,30.74,1,98.79,98.81,0,0,0,0,50.37,35.9,0,31.13,0,90.9,2.98,33.62,29.15,70.02,29.11,85.72,22.12,82.52,22,68.29,31.75,30.85,1,97.07,97.09,0,0,0,0,40.82,35.81,0,31.14,0,75.2,2.97,34.55,29.84,68.53,29.82,78.33,20.61,81.17,20.5,66.75,32.29,31.39,1,113.92,0,0,0,0,50.55,0,36.11,0,31.38,0,0,2.99,25.24,26.75,70.43,26.71,83.03,21.49,81.51,21.37,66.81,37.84,28.13,1,98.2,98.22,0,0,0,0,49.05,35.1,0,30.81,0,60.22,2.97,33.94,30.08,69.68,30.04,84.49,19.27,81.08,19.16,66.5,32.51,31.61
47,1,96.19,96.21,0,36.27,0,0,51.31,35.94,0,30.75,0,81.07,2.98,35.02,29.47,69.46,29.42,84.16,21.13,81.46,21.02,68.56,32.01,31.11,1,96.02,96.04,0,36.81,0,0,50.91,35.47,0,30.89,0,74.57,2.98,35.11,29.95,88.85,30.02,85.56,21.29,82.45,21.17,68.24,32.9,32,0,93.29,93.31,0,34.48,0,0,48.5,35.5,0,31.48,0,0,2.98,36.56,22.68,85.66,22.74,82.95,21.81,82.91,21.7,66.78,39.76,24.44,1,96.15,0,96.15,0,0,0,50.27,35.13,0,30.45,0,86.98,2.98,35.04,28.61,69.38,28.57,85.37,21.32,83.07,21.21,69.74,31.18,30.28,1,119.37,0,0,0,0,0,0,0,0,31.76,0,66.48,2.99,22.11,29.31,69.77,29.31,57.46,25.22,58.96,25.1,69.2,31.66,30.76,1,97.43,97.45,0,36.53,0,0,50.48,35.22,0,31.33,0,80.03,2.97,34.35,28.39,87.79,28.46,84.85,20.57,82.17,21.74,67.34,31.37,30.47,1,97.13,97.15,0,37.3,0,0,50.97,36.01,0,30.89,0,84.06,2.97,34.52,28.05,86.07,28.13,83.56,20.52,80.72,20.41,67.49,31.07,30.17,0,92.2,92.22,0,34.9,0,0,48.9,0,0,33.44,0,0,2.98,37.14,23.16,85.44,23.23,82.69,29.29,60.9,29.16,67.2,40.66,24.94,1,91.72,91.74,0,0,0,0,50.09,38.71,0,30.82,0,0,2.98,37.39,26.95,67.07,26.91,84.07,28.57,83.7,28.57,53.23,40.81,28.32,1,95.8,95.82,0,0,0,0,50.98,35.46,0,31.04,0,86.23,2.98,35.23,29.26,68.65,29.22,84.61,21.7,82.87,21.58,68.17,31.83,30.93,1,98.37,98.39,0,37.19,0,0,49.99,35.61,0,30.62,0,94.7,2.98,33.85,27.95,86.18,28.03,85.38,22.11,83.01,22,69.99,31.02,30.12,1,97.36,97.38,0,37.96,0,0,40.57,35.77,0,31.1,0,77.63,2.97,34.39,28.87,85.66,28.97,77.84,20.39,81.02,20.27,66.64,31.75,30.85,1,114.95,0,0,0,0,50.25,0,35.91,0,31.33,0,0,2.99,24.65,26.24,66.51,26.2,83.12,20.95,81.33,20.83,66.42,37.29,27.62,1,98.49,98.51,0,0,0,0,48.82,34.79,0,30.87,0,58.03,2.97,33.78,30.14,68.13,30.09,84.6,19.16,81.49,19.04,66.19,32.56,31.66
48,1,96.62,96.64,0,34.86,0,0,50.95,35.53,0,30.71,0,77.5,2.98,34.79,29.64,67.97,29.6,85.06,20.94,82,20.83,68.53,32.17,31.27,1,95.98,96,0,36.29,0,0,51.03,35.17,0,30.85,0,75.3,2.98,35.13,29.84,89.68,29.91,85.21,21.34,83.02,21.23,68.43,32.79,31.89,0,91.56,91.57,0,34.66,0,0,47.92,0,0,33.41,0,0,2.98,37.48,21.84,84.53,21.91,83.18,29.77,62.53,29.64,67.78,41.14,23.61,1,96.66,0,96.66,35.68,0,0,49.58,35.37,0,30.04,0,90.61,2.98,34.77,27.34,88.26,27.41,85.57,21.04,82.36,20.93,70.8,30.36,29.46,1,98.61,98.63,0,36.69,0,0,50.38,35.59,0,30.05,0,67.64,2.97,33.72,26.87,85.98,26.95,83.53,19.09,80.03,18.99,68.81,31.5,30.6,1,96.38,96.4,0,35.83,0,0,50.41,35.61,0,31.33,0,84.2,2.98,34.92,28.37,89.02,28.44,84.98,20.96,81.87,21.04,66.64,31.36,30.46,1,96.7,96.72,0,36.48,0,0,50.62,35.75,0,30.76,0,85.61,2.98,34.74,28.04,87.53,28.11,84.22,20.79,81.46,20.68,68.2,31.05,30.15,1,93.19,93.21,0,33.97,0,0,48.43,34.46,0,25.17,25.13,0,2.98,36.62,22.44,86.28,22.5,82.83,16.84,79.83,16.56,80.37,39.76,24.2,1,92.43,92.44,0,34.25,0,0,48.54,38.03,0,30.82,0,0,2.98,37.02,22.98,86.35,23.04,83.16,28.45,84.87,28.45,54.49,40.45,24.74,1,95.77,95.78,0,35.39,0,0,50.3,35.19,0,30.52,0,91.83,2.98,35.25,28.01,89.44,28.08,84.82,21.85,83.49,21.74,70.05,31.04,30.14,1,98.74,98.76,0,35.71,0,0,49.72,35.38,0,30.71,0,94.63,2.98,33.65,28.07,88.94,28.14,86.02,22.22,83.53,22.11,69.79,31.12,30.22,1,97.29,97.31,0,36.32,0,44.3,21.82,35.53,0,31,0,81.62,2.97,34.43,28.06,87.84,28.11,95.63,20.45,81.49,20.33,67.04,31.23,30.33,1,114.01,0,0,34.47,0,48.63,0,35.73,0,31.25,0,0,2.99,25.19,22.17,85.17,22.24,82.27,21.48,82.18,21.36,67.23,37.68,23.94,1,98.55,98.57,0,36.75,0,0,48.46,34.52,0,30.86,0,64.03,2.97,33.75,28.97,87.98,29.04,84.33,19.17,81.97,19.06,66.24,31.87,30.97
49,1,95.1,95.11,0,35.74,0,0,50.97,35.49,0,30.67,0,80.31,2.98,35.6,30.03,68.91,29.99,85.4,21.64,82.76,21.52,69.35,32.57,31.67,1,95.41,95.43,0,35.34,0,0,50.6,0,0,31.83,0,78.75,2.98,35.44,29.83,91.33,29.9,86.05,28.28,63.34,28.16,72.02,32.78,31.88,0,90.35,90.37,0,33.28,0,0,47.34,0,0,33,0,0,2.98,38.11,21.2,86.16,21.26,83.56,30.55,62.62,30.42,70.08,41.94,22.93,1,97.16,0,97.16,35.34,0,0,49.98,35.17,0,29.32,0,88.07,2.97,34.5,27.38,88.89,27.44,84.82,20.94,82.62,20.84,72.98,30.38,29.48,1,98,98.02,0,34.87,0,0,49.71,35.33,0,29.18,0,69.22,2.97,34.05,26.88,89.19,26.94,84.84,19.6,81,19.5,72.1,31.38,30.48,1,96.6,96.62,0,34.95,0,0,49.76,34.82,0,30.28,0,83.2,2.98,34.8,28.37,90.55,28.43,86.25,21.16,83.44,21.36,70.45,31.33,30.43,1,95.75,95.77,0,34.71,0,0,50.17,35.38,0,29.98,0,89.02,2.98,35.25,28.08,90.66,28.14,85.14,21.51,82.83,21.4,71.46,31.07,30.17,1,91.44,91.46,0,32.61,0,0,47.71,37.93,0,0,0,0,2.98,37.54,21.81,87.84,21.86,83.52,29.21,85.83,29.21,54.31,41.2,23.54,1,90.83,90.85,0,33.51,0,0,47.87,38.51,0,29.5,0,0,2.98,37.86,22.26,86.85,22.32,83.67,29.21,84.71,29.21,55.99,41.43,24.01,1,95.22,95.24,0,34.87,0,0,50.29,0,0,31.16,0,94.12,2.98,35.54,28.13,90.45,28.2,84.97,28.88,62.69,28.76,74.95,31.17,30.27,1,97.86,97.88,0,35.09,0,0,49.4,35.6,0,30.1,0,90.63,2.98,34.12,28.14,90.08,28.21,86.72,21.79,82.72,21.69,71.38,31.14,30.24,1,95.75,95.76,0,35.27,0,43.34,18.76,35.22,0,29.89,0,87.16,2.98,35.26,28.17,89.8,28.22,97.26,21.55,83.13,21.44,71.79,31.3,30.4,1,113.12,0,0,32.28,0,48.1,0,35.42,0,30.26,0,0,2.99,25.69,21.61,88.17,21.66,82.64,22.17,83.41,22.06,71.21,38.02,23.34,1,98.33,98.35,0,36.14,0,0,47.46,0,0,31.53,0,66.84,2.97,33.87,28.86,88.97,28.93,84.68,25.86,63.03,25.74,70.65,31.76,30.86
50,1,95.61,95.63,0,33.46,0,0,50.04,35.15,0,29.88,0,76.68,2.98,35.33,30.23,72.08,30.19,87.46,21.67,83.38,21.56,71.95,32.74,31.84,1,95.37,95.39,0,34.86,0,0,50.6,0,0,31.31,0,79.51,2.98,35.46,29.78,92.11,29.84,86,28.39,62.65,28.28,73.95,32.73,31.83,0,95.03,95.05,0,33.99,0,0,49.12,0,0,31.75,0,111.59,2.98,35.64,25.6,89.41,25.66,84.69,28.9,62.47,28.78,72.95,28.74,27.84,1,96.27,0,96.27,34.57,0,0,49.22,34.72,0,30.08,0,90.68,2.98,34.98,27.46,90.3,27.52,86.38,21.25,83.71,21.14,70.89,30.45,29.55,1,97.88,97.9,0,33.85,0,0,48.67,34.5,0,28.98,0,73.85,2.97,34.11,26.89,90.92,26.95,86.84,19.87,82.7,19.77,72.95,31.39,30.49,1,95.25,95.27,0,34.11,0,0,48.98,0,0,30.56,0,88.89,2.98,35.52,28.42,92.02,28.48,87.79,28.19,64.12,22,70.18,31.39,30.49,1,95.48,95.5,0,33.81,0,0,49.15,34.77,0,29.19,0,89.37,2.98,35.4,28.17,92.27,28.23,87.21,21.93,84.28,21.83,74.36,31.14,30.24,1,90.22,90.24,0,32.52,0,0,46.76,37.87,0,0,0,0,2.98,38.18,21.07,87.25,21.13,84.47,29.89,86.62,29.89,55.2,41.96,22.79,1,91.35,91.37,0,32.42,0,0,47.25,33.89,0,30.44,0,0,2.98,37.59,21.6,87.93,21.65,84.13,17.69,81.64,17.4,80.25,40.74,23.32,1,94.21,94.23,0,34.81,0,0,49.34,0,0,30.73,0,96.34,2.98,36.08,28.29,90.72,28.36,86.98,29.21,62.72,29.1,76.71,31.33,30.43,1,96.72,96.74,0,35.17,0,0,49.27,0,0,30.55,0,93.77,2.98,34.74,28.26,90.07,28.33,87.08,29.03,63.3,28.92,77.12,31.29,30.39,1,95.28,95.29,0,33.99,0,42.88,17.02,34.64,0,29.12,0,88.98,2.98,35.51,28.19,91.99,28.23,97.98,22.04,84.63,21.94,74.71,31.28,30.38,1,112.98,0,0,32.88,0,47.16,0,35.03,0,30.31,0,0,2.99,25.77,20.8,86.41,20.85,83.54,22.28,84.2,22.17,71.18,38.05,22.52,1,96.78,96.8,0,33.36,0,0,46.18,0,0,31.86,0,73.76,2.98,34.7,28.95,93.79,29.01,86.28,26.45,63.38,26.33,70.1,31.84,30.94
51,1,95.08,95.09,0,33.85,0,0,49.81,34.8,0,29.26,0,76.37,2.98,35.62,30.5,71.59,30.46,88.18,22.08,84.39,21.97,74.3,33.01,32.11,1,94.41,94.43,0,0,0,0,49.73,0,0,31.08,0,78.14,2.98,35.97,30.9,75.06,30.86,88.73,28.81,62.36,28.69,75.14,33.42,32.52,0,94.57,94.59,0,33,0,0,48.23,0,0,30.84,0,110.78,2.98,35.88,25.97,91.39,26.02,86.73,29.13,61.98,29.02,76.26,29.07,28.17,1,95.17,0,95.17,33.11,0,0,48.48,0,0,0,0,95.47,2.98,35.56,27.69,92.94,27.75,87.98,30.76,63.68,30.76,58.83,30.69,29.79,1,97.54,97.56,0,33.5,0,0,48.83,36.25,0,0,0,77.56,2.97,34.29,26.92,91.52,26.98,86.56,25.43,85.15,25.43,59.29,31.37,30.47,1,94.61,94.63,0,33.78,0,0,48.82,0,0,28.97,0,92.32,2.98,35.86,28.55,92.7,28.61,88.21,31.14,63.49,20.11,73.34,31.54,30.64,1,95.3,95.32,0,33.23,0,0,48.82,34.55,0,29,0,89.35,2.98,35.5,28.26,93.3,28.31,87.92,22.07,84.8,21.97,75.1,31.22,30.32,1,94.77,94.79,0,32.96,0,0,48.43,37.08,0,0,0,110.76,2.98,35.78,25.77,91.25,25.83,86.16,28.1,86.3,28.1,57.49,28.88,27.98,1,89.19,89.21,0,31.2,0,0,46.53,37.73,0,0,0,0,2.98,38.72,20.97,89.18,21.02,84.78,30.39,87.37,30.39,57.32,42.56,22.67,1,93.69,93.71,0,33.79,0,0,49.16,0,0,0,0,98.3,2.98,36.35,28.54,92.67,28.6,87.55,32.1,62.36,32.1,58.9,31.57,30.67,1,96.82,96.84,0,34.96,0,0,0,0,0,0,0,86.16,2.98,34.68,30.89,93.06,30.99,66.3,32.31,63.28,32.31,58.47,33.47,32.57,1,94.95,94.97,0,33.82,0,0,38.25,0,0,30.3,0,88.23,2.98,35.68,28.81,92.9,28.89,81.07,28.4,64.53,28.29,77.31,31.67,30.77,1,116.46,0,0,32.72,0,48.56,0,0,0,30.77,0,99.84,2.99,23.79,25.25,91.11,25.31,85.43,27.23,64.16,27.12,74.61,28.27,27.37,1,96.78,96.8,0,34.13,0,0,46.33,0,0,31.09,0,74.84,2.98,34.7,28.87,92.44,28.93,87.57,26.64,62.96,26.53,72.93,31.76,30.86
52,1,93.45,93.47,0,0,0,0,49.64,0,0,0,0,82.44,2.98,36.48,31.07,71.92,31.03,89.07,31.78,64.04,31.78,60.76,33.62,32.72,1,92.63,92.65,0,0,0,0,49.25,0,0,0,0,83.9,2.98,36.92,31.52,75.92,31.48,90.26,32.34,62.44,32.34,59.04,34.06,33.16,0,94.5,94.52,0,0,0,0,48.06,35.37,0,28.92,0,100.08,2.98,35.92,27.9,76.27,27.86,88.86,22.79,84.12,22.69,76.06,30.54,29.64,1,94.35,0,94.35,0,0,0,48.46,0,0,0,0,90.42,2.98,36,29.36,75.91,29.32,89.59,31.21,63.93,31.21,59.21,31.94,31.04,1,97.21,97.23,0,32.93,0,0,48.29,35.82,0,0,0,80.17,2.97,34.47,26.99,92.52,27.05,87.64,25.68,86.15,25.68,58.67,32.21,31.31,1,93.04,93.06,0,0,0,0,0,0,0,29.55,0,70.77,2.98,36.7,32.99,75.53,32.99,67.41,32.03,63.15,27.09,78.53,35.29,34.39,1,93.51,93.52,0,0,0,0,48.5,0,0,0,0,89.5,2.98,36.45,30.04,76.77,30.01,90.2,31.61,64.84,31.61,60.82,32.62,31.72,1,94.8,94.81,0,0,0,0,48.4,33.13,0,23.64,23.6,99.34,2.98,35.76,27.69,76.13,27.65,88.04,18.2,83.38,17.95,85.43,30.34,29.44,1,94.77,94.79,0,32.46,0,0,47.32,36.39,0,0,0,109.57,2.98,35.78,25.93,92.2,25.98,88.34,28.11,87.58,28.11,57.74,29.01,28.11,1,93.35,93.36,0,0,0,0,49.08,0,0,32.37,0,89.86,2.98,36.54,30.22,76.08,30.18,89.29,29.5,62.5,29.37,71.33,32.8,31.9,1,96.43,96.45,0,0,0,0,49.54,0,0,0,0,91.69,2.98,34.89,30.67,76.31,30.63,88.86,32.68,63.26,32.68,58.96,33.27,32.37,1,92.77,92.78,0,0,0,0,38.2,0,0,0,0,87.3,2.98,36.84,30.91,76.7,30.88,83.14,31.99,64.46,31.99,60.37,33.41,32.51,1,116.47,0,0,32.69,0,47.86,0,0,0,29.96,0,98.38,2.99,23.78,25.43,91.33,25.48,86.9,27.27,64.08,27.17,77.28,28.43,27.53,1,95.14,95.16,0,0,0,0,47.84,0,0,30.2,0,60.22,2.98,35.58,32.18,76.37,32.18,67.48,27.59,62.89,27.48,76.85,34.42,33.52
